1.031773290965117667e+03 -6.921254140040421277e+00 -3.401740229319702327e-04 7.460250984061901200e-07 -1.364241678380289891e+01 -5.511713950053587566e-04 1.235058705500345602e-06 2.822643494935681528e-04 1.269207768603407714e-06 1.051617811864790083e-06 1.047252036252330299e+03 1.332855664918962901e+01 6.760498475869580488e-04 -1.093366184628434844e-06 -6.780116146602237492e+00 -5.347425542032191751e-04 -7.615513486546751328e-08 2.161740350073042868e-04 -8.954568152355533906e-07 3.504631848641471805e-07
1.031776304120163559e+03 -6.921291613040390978e+00 -3.401361287988354724e-04 7.447080153712474488e-07 -1.364248605358040045e+01 -5.506585345055657697e-04 1.235579530596701617e-06 2.819636175869477115e-04 1.248330113244796170e-06 1.049075128072161731e-06 1.046505747722985461e+03 1.332882224028522344e+01 6.758697340690170011e-04 -1.087502700249608768e-06 -6.780243041315896058e+00 -5.336922988243451502e-04 -6.392759044465923334e-08 2.159059848936229701e-04 -9.056554985148337182e-07 3.530400522777457763e-07
1.031778977427960626e+03 -6.921343946750664777e+00 -3.402668574295236335e-04 7.414994217415909308e-07 -1.364257225677978980e+01 -5.512895321082194114e-04 1.226171102747984939e-06 2.824726284312726525e-04 1.267329960081122642e-06 1.046265518844695459e-06 1.045788598139962005e+03 1.332908150972528460e+01 6.756699145744199386e-04 -1.085615168912237753e-06 -6.780389760766110996e+00 -5.333573810815504671e-04 -5.852825897280157972e-08 2.162515841697039160e-04 -8.849968466444498680e-07 3.569486801530460483e-07
1.031782031444419772e+03 -6.921394103902350103e+00 -3.402847375303022894e-04 7.413795175146275001e-07 -1.364264015044740042e+01 -5.509578089266506298e-04 1.228008893059307874e-06 2.824518319196794359e-04 1.267599972738636711e-06 1.043212834851070534e-06 1.045097497749303102e+03 1.332931297447580299e+01 6.755364928276360323e-04 -1.068623597844879546e-06 -6.780539867066680770e+00 -5.344443405929905728e-04 -8.208860208889698157e-08 2.161738673137218237e-04 -9.873008179596537652e-07 3.570620854148182810e-07
1.031784244677247671e+03 -6.921423958616518490e+00 -3.405655311614628252e-04 7.426947243834776751e-07 -1.364271137973185866e+01 -5.506211757285525308e-04 1.214420920503775009e-06 2.820979435294060605e-04 1.245478333648999656e-06 1.045346955321565833e-06 1.044435949005287512e+03 1.332959448342029773e+01 6.744837394131015205e-04 -1.088011475309227605e-06 -6.780603132301284752e+00 -5.316432185423179690e-04 -6.109698492029387502e-08 2.154793064271818073e-04 -9.067189254160781218e-07 3.555120041130168553e-07
1.031786458580690578e+03 -6.921469614723547714e+00 -3.406949237535459880e-04 7.419508093305417099e-07 -1.364276460760769716e+01 -5.510088420204974557e-04 1.209749336159907184e-06 2.822257632584494877e-04 1.249744289656096594e-06 1.040524869917645779e-06 1.043795221139745308e+03 1.332983196164986950e+01 6.742708610203422982e-04 -1.086116005515105724e-06 -6.780736049873292259e+00 -5.313808919910259889e-04 -5.336380770553591007e-08 2.153527504366184529e-04 -8.977758106848280741e-07 3.610979688686486043e-07
1.031789152126959152e+03 -6.921519545042180255e+00 -3.407044776121434613e-04 7.452549018751849047e-07 -1.364281084265379107e+01 -5.510824162812206963e-04 1.198383322555138930e-06 2.824445326958176000e-04 1.249665859520446272e-06 1.031682396222458904e-06 1.043178547756769603e+03 1.333004351734234305e+01 6.720403047135848186e-04 -1.100858863792742665e-06 -6.780833729853488201e+00 -5.305877751839217261e-04 -4.933320589852231154e-08 2.148287315514013488e-04 -8.963676775989200195e-07 3.686434581874556916e-07
1.031791764362379126e+03 -6.921559513668433361e+00 -3.410252084115005227e-04 7.467338822196680062e-07 -1.364284163501956826e+01 -5.508681738431317693e-04 1.180773505752266809e-06 2.825570451707120723e-04 1.241394457325923239e-06 1.023251220556707838e-06 1.042577899342722958e+03 1.333029971774640288e+01 6.736306103530856045e-04 -1.090291955985164859e-06 -6.780974437371039443e+00 -5.304363206928809030e-04 -4.949326999398450296e-08 2.152332585624776122e-04 -8.951367462526563844e-07 3.661115695731381878e-07
1.031792981805044747e+03 -6.921603743059153047e+00 -3.409550101868993291e-04 7.513628621096655461e-07 -1.364285494653610087e+01 -5.505672888243783297e-04 1.163359508367005848e-06 2.828621282833514877e-04 1.230006045684340669e-06 1.013109078481216346e-06 1.042000100135579714e+03 1.333051527700073180e+01 6.723360267329485862e-04 -1.096567150347740552e-06 -6.781057728405086138e+00 -5.286789810746548744e-04 1.014180203496911549e-08 2.139108705263908985e-04 -9.045522288392922495e-07 3.660093562705031742e-07
1.031794589469276843e+03 -6.921654191468068262e+00 -3.410846429042324710e-04 7.541028297142597929e-07 -1.364287400701181419e+01 -5.505147525369505010e-04 1.149731579502093043e-06 2.835193370240674340e-04 1.229462823757466170e-06 1.004858200673766318e-06 1.041438079215217158e+03 1.333070764750759984e+01 6.718967545759244823e-04 -1.086968743295383409e-06 -6.781135358628540999e+00 -5.294241848281524762e-04 -4.936359331417001640e-08 2.142778602794680458e-04 -9.023873180177550625e-07 3.656756929645776873e-07
