3118.675 377.7848 0
3105.099 371.0059 0
3091.523 364.2274 0
3077.947 357.4493 0
3064.371 350.6716 0
3050.794 343.8943 0
3037.217 337.1173 0
3023.64 330.3408 0
3010.062 323.5647 0
2996.485 316.789 0
2982.906 310.0137 0
2969.328 303.2388 0
2955.75 296.4643 0
2942.171 289.6902 0
2928.592 282.9165 0
2915.013 276.1433 0
2901.433 269.3705 0
2887.854 262.5981 0
2874.274 255.8261 0
2860.694 249.0546 0
2847.114 242.2835 0
2833.533 235.5128 0
2819.953 228.7426 0
2806.372 221.9728 0
2792.791 215.2034 0
2779.21 208.4345 0
2765.629 201.666 0
2752.047 194.8979 0
2738.466 188.1304 0
2724.884 181.3632 0
2711.302 174.5965 0
2697.72 167.8303 0
2684.138 161.0645 0
2670.556 154.2992 0
2656.974 147.5343 0
2643.392 140.77 0
2629.809 134.006 0
2616.227 127.2426 0
2602.644 120.4796 0
2589.061 113.7171 0
2575.478 106.955 0
2561.896 100.1935 0
2548.313 93.43236 0
2534.73 86.67176 0
2521.147 79.91164 0
2507.564 73.152 0
2493.981 66.39285 0
2480.398 59.63419 0
2466.814 52.87603 0
2453.231 46.11836 0
2439.648 39.36118 0
2426.065 32.60451 0
2412.482 25.84833 0
2398.899 19.09266 0
2385.316 12.3375 0
2371.733 5.582839 0
2358.149 -1.171307 0
2344.566 -7.924941 0
2330.983 -14.67806 0
2317.4 -21.43066 0
2303.818 -28.18275 0
2290.235 -34.93431 0
2276.652 -41.68535 0
2263.069 -48.43586 0
2249.487 -55.18584 0
2235.904 -61.93529 0
2222.322 -68.68422 0
2208.739 -75.4326 0
2195.157 -82.18045 0
2181.575 -88.92776 0
2167.993 -95.67453 0
2154.411 -102.4208 0
2140.829 -109.1664 0
2127.247 -115.9116 0
2113.666 -122.6561 0
2100.084 -129.4002 0
2086.503 -136.1436 0
2072.922 -142.8866 0
2059.341 -149.6289 0
2045.76 -156.3707 0
2032.179 -163.1119 0
2018.599 -169.8526 0
2005.019 -176.5927 0
1991.439 -183.3322 0
1977.859 -190.0712 0
1964.279 -196.8096 0
1950.7 -203.5474 0
1937.12 -210.2846 0
1923.541 -217.0212 0
1909.963 -223.7573 0
1896.384 -230.4927 0
1882.806 -237.2276 0
1869.228 -243.9619 0
1855.65 -250.6956 0
1842.072 -257.4287 0
1828.495 -264.1612 0
1814.918 -270.8931 0
1801.341 -277.6244 0
1787.765 -284.3551 0
1774.188 -291.0852 0
1760.612 -297.8147 0
1747.037 -304.5436 0
1733.462 -311.2718 0
1719.887 -317.9995 0
1706.312 -324.7265 0
1692.738 -331.4529 0
1679.164 -338.1787 0
1665.59 -344.9039 0
1652.016 -351.6284 0
1638.443 -358.3523 0
1624.871 -365.0756 0
1611.299 -371.7982 0
1597.727 -378.5202 0
1584.155 -385.2416 0
1570.584 -391.9623 0
1557.013 -398.6824 0
1543.443 -405.4019 0
1529.873 -412.1207 0
1516.303 -418.8388 0
1502.734 -425.5563 0
1489.165 -432.2732 0
1475.597 -438.9893 0
1462.029 -445.7049 0
1448.461 -452.4197 0
1434.894 -459.134 0
1421.328 -465.8475 0
1407.762 -472.5604 0
1394.196 -479.2726 0
1380.631 -485.9841 0
1367.066 -492.695 0
1353.502 -499.4052 0
1339.938 -506.1147 0
1326.374 -512.8235 0
1312.812 -519.5317 0
1299.249 -526.2391 0
1285.687 -532.9459 0
1272.126 -539.652 0
1258.565 -546.3574 0
1245.005 -553.0621 0
1231.445 -559.7661 0
1217.886 -566.4694 0
1204.327 -573.1721 0
1190.769 -579.874 0
1177.212 -586.5752 0
1163.655 -593.2757 0
1150.098 -599.9755 0
1136.542 -606.6745 0
1122.987 -613.3729 0
1109.432 -620.0706 0
1095.878 -626.7675 0
1082.325 -633.4637 0
1068.772 -640.1592 0
1055.22 -646.854 0
1041.668 -653.548 0
1028.117 -660.2413 0
1014.566 -666.9339 0
1001.016 -673.6257 0
987.4673 -680.3168 0
973.9188 -687.0072 0
960.3709 -693.6968 0
946.8236 -700.3857 0
933.2771 -707.0739 0
919.7312 -713.7613 0
906.1859 -720.4479 0
892.6414 -727.1338 0
879.0975 -733.8189 0
865.5544 -740.5033 0
852.0119 -747.187 0
838.4702 -753.8698 0
824.9291 -760.5519 0
811.3888 -767.2333 0
797.8492 -773.9138 0
784.3103 -780.5936 0
770.7721 -787.2727 0
757.2347 -793.9509 0
743.6981 -800.6284 0
730.1622 -807.3051 0
716.627 -813.981 0
